Drug Name,Disease,Source Key
pertuzumab-dpzb,,pertuzumab-dpzb
pertuzumab dpzb,,pertuzumab dpzb
Poherdy,,poherdy
pegloticase,chronic gout in adult patients refractory to conventional therapy,pegloticase
pembrolizumab and berahyaluronidase alfa,adult,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,HNSCC,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,MSI-H,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,NMIBC,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,NSCLC,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,older,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,TMB-H,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,CPS ≥1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,mut/Mb,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,tumors,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,CPS ≥ 1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,CPS ≥10,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,TPS ≥1%,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,high-risk,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,radiation,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,recurrent,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,T2a ≥4 cm,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,IIIA NSCLC,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,fluorouracil,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,solid tumors,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,tumors ≥4 cm,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,-unresponsive,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,node positive,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,] solid tumors,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,fallopian tube,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,in combination,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,recurrent head,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic HNSCC,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic MSI-H,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as a single agent,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,radiation [see 1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adjuvant treatment,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic melanoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,NSCLC in combination,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,following nephrectomy,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic esophageal,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,dMMR colorectal cancer,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,[≥10 mutations/megabase,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,FIGO 2014 Stage III-IVA,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,secondary to hepatitis B,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,without papillary tumors,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,gastroesophageal junction,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,mismatch repair deficient,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic cervical cancer,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adjuvant treatment of adult,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,pediatric patients 12 years,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic urothelial cancer,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,neck squamous cell carcinoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,ALK genomic tumor aberrations,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,radiation [see KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,first-line treatment of adults,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic biliary tract cancer,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic urothelial carcinoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,recurrent endometrial carcinoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,within 12 months of neoadjuvant,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic HER2-negative gastric,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic HER2-positive gastric,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic Merkel cell carcinoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,platinum-containing chemotherapy,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,spread to adjacent pelvic organs,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,non-muscle invasive bladder cancer,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adjuvant treatment of adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,without extension to pelvic sidewall,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,hydronephrosis/non-functioning kidney,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,two prior systemic treatment regimens,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adjuvant treatment following resection,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,first-line treatment of adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,have elected not to undergo cystectomy,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,are not candidates for curative surgery,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic tumor mutational burden-high,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,adenocarcinoma whose tumors express PD-L1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,III melanoma following complete resection,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic malignant pleural mesothelioma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,following platinum-containing chemotherapy,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic microsatellite instability-high,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic TNBC whose tumors express PD-L1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test [see,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic cutaneous squamous cell carcinoma,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,high risk of recurrence following nephrectomy,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,platinum-based chemotherapy for adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,that have progressed following prior treatment,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test [see 1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,durability of response [see Clinical Studies ],pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,definitive chemoradiation either: in combination,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,fluoropyrimidine-based chemotherapy for patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,is indicated for the treatment of adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,not MSI-H as determined by an FDA-authorized test,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,is indicated for the first-line treatment of adults,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,carcinoma that is not amenable to surgical resection,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,locally advanced cSCC that is not curable by surgery,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,metastatic cervical cancer whose tumors express PD-L1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test [see Patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,then continued as a single agent as adjuvant treatment,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,primary peritoneal carcinoma whose tumors express PD-L1,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,resection of metastatic lesions [see Clinical Studies ],pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test [see KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,is indicated for the first-line treatment of adult patients,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,≥1] as determined by an FDA-authorized test [see KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,≥1%] as determined by an FDA-authorized test [see KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,recurrent HNSCC whose tumors express PD-L1 [Combined Positive Score,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,as determined by an FDA-authorized test [see This indication is approved under accelerated approval based on tumor response rate,pembrolizumab and berahyaluronidase alfa
pembrolizumab and berahyaluronidase alfa,ALK genomic tumor aberrations should have disease progression on FDA-approved therapy for these aberrations prior to receiving KEYTRUDA QLEX,pembrolizumab and berahyaluronidase alfa
marnetegragene autotemcel,LAD-I,marnetegragene autotemcel
marnetegragene autotemcel,pediatric patients,marnetegragene autotemcel
marnetegragene autotemcel,-matched sibling donor for allogeneic hematopoietic stem cell transplant,marnetegragene autotemcel
marnetegragene autotemcel,due to biallelic variants in ITGB2 without an available human leukocyte antigen,marnetegragene autotemcel
lunsotogene parvec-cwha,pediatric,lunsotogene parvec-cwha
lunsotogene parvec-cwha,associated,lunsotogene parvec-cwha
lunsotogene parvec-cwha,adult patients,lunsotogene parvec-cwha
lunsotogene parvec-cwha,any frequency >90 dB HL,lunsotogene parvec-cwha
lunsotogene parvec-cwha,preserved outer hair cell function,lunsotogene parvec-cwha
lunsotogene parvec-cwha,profound sensorineural hearing loss,lunsotogene parvec-cwha
lunsotogene parvec-cwha,no prior cochlear implant in the same ear,lunsotogene parvec-cwha
tividenofusp alfa-eknm,MPS II,tividenofusp alfa-eknm
tividenofusp alfa-eknm,Mucopolysaccharidosis type II,tividenofusp alfa-eknm
tividenofusp alfa-eknm,when initiated in presymptomatic,tividenofusp alfa-eknm
tividenofusp alfa-eknm,neurologic manifestations of Hunter syndrome,tividenofusp alfa-eknm
