Ingredient,Matched_GSRS_Name,UNII,Substance_Class,GSRS_Status,Query_Used,Match_Type,All_Classes,Formula,SMILES
QUIZARTINIB DIHYDROCHLORIDE,QUIZARTINIB DIHYDROCHLORIDE,WK7Q6ZIZ10,chemical,approved,QUIZARTINIB DIHYDROCHLORIDE,exact_full,chemical,C29H32N6O4S.2ClH,CC(C)(C)c1cc(NC(=O)Nc2ccc(cc2)-c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6)no1.Cl.Cl
RABEPRAZOLE SODIUM,RABEPRAZOLE SODIUM,3L36P16U4R,chemical,approved,RABEPRAZOLE SODIUM,exact_full,chemical,C18H20N3O3S.Na,Cc1c(C[S+](c2nc3ccccc3[n-]2)[O-])nccc1OCCCOC.[Na+]
RADIUM RA-223 DICHLORIDE,RADIUM RA-223 DICHLORIDE,RJ00KV3VTG,chemical,approved,RADIUM RA-223 DICHLORIDE,exact_full,chemical,2Cl.Ra,[Cl-].[Cl-].[223Ra+2]
RALOXIFENE HYDROCHLORIDE,RALOXIFENE HYDROCHLORIDE,4F86W47BR6,chemical,approved,RALOXIFENE HYDROCHLORIDE,exact_full,chemical,C28H27NO4S.ClH,C1CCN(CC1)CCOc2ccc(cc2)C(=O)c3c4ccc(cc4sc3-c5ccc(cc5)O)O.Cl
RALTEGRAVIR POTASSIUM,RALTEGRAVIR POTASSIUM,43Y000U234,chemical,approved,RALTEGRAVIR POTASSIUM,exact_full,chemical,C20H20FN6O5.K,Cc1nnc(C(=O)NC(C)(C)c2nc(c(c(=O)n2C)[O-])C(=O)NCc3ccc(cc3)F)o1.[K+]
RAMELTEON,RAMELTEON,901AS54I69,chemical,approved,RAMELTEON,exact_full,chemical,C16H21NO2,CCC(=O)NCC[C@@H]1CCc2ccc3c(CCO3)c21
RAMIPRIL,Ramipril,L35JN3I7SJ,chemical,approved,RAMIPRIL,exact_full,chemical,C23H32N2O5,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N2[C@@]3([H])CCC[C@@]3([H])C[C@H]2C(=O)O
RANITIDINE HYDROCHLORIDE,Ranitidine hydrochloride,BK76465IHM,chemical,approved,RANITIDINE HYDROCHLORIDE,exact_full,chemical,C13H22N4O3S.ClH,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
RANOLAZINE,Ranolazine,A6IEZ5M406,chemical,approved,RANOLAZINE,exact_full,chemical,C24H33N3O4,Cc1cccc(C)c1NC(=O)CN2CCN(CC2)CC(COc3ccccc3OC)O
RASAGILINE MESYLATE,RASAGILINE MESYLATE,LH8C2JI290,chemical,approved,RASAGILINE MESYLATE,exact_full,chemical,C12H13N.CH4O3S,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
REGADENOSON,REGADENOSON,2XLN4Y044H,chemical,approved,REGADENOSON,exact_full,chemical,C15H18N8O5.H2O,CNC(=O)c1cnn(c1)-c2nc(c3c(n2)n(cn3)[C@H]4[C@@H]([C@@H]([C@@H](CO)O4)O)O)N.O
REGORAFENIB,Regorafenib,MGN125FS9D,chemical,approved,REGORAFENIB,exact_full,chemical,C21H15ClF4N4O3.H2O,CNC(=O)c1cc(ccn1)Oc2ccc(c(c2)F)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl.O
RELACORILANT,RELACORILANT,2158753C7E,chemical,approved,RELACORILANT,exact_full,chemical,C27H22F4N6O3S,Cn1cc(cn1)S(=O)(=O)N2CCC3=Cc4c(C[C@@]3(C2)C(=O)c5cc(ccn5)C(F)(F)F)cnn4-c6ccc(cc6)F
RELUGOLIX,Relugolix,P76B05O5V6,chemical,approved,RELUGOLIX,exact_full,chemical,C29H27F2N7O5S,CN(C)Cc1c2c(=O)n(-c3ccc(nn3)OC)c(=O)n(Cc4c(cccc4F)F)c2sc1-c5ccc(cc5)NC(=O)NOC
REMDESIVIR,REMDESIVIR,3QKI37EEHE,chemical,approved,REMDESIVIR,exact_full,chemical,C27H35N6O8P,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@@H]1[C@H]([C@H]([C@](C#N)(c2ccc3c(N)ncnn32)O1)O)O)Oc4ccccc4
REMIBRUTINIB,REMIBRUTINIB,I7MVZ8HDNU,chemical,approved,REMIBRUTINIB,exact_full,chemical,C27H27F2N5O3,C=CC(=O)N(C)CCOc1c(-c2cc(cc(c2C)NC(=O)c3ccc(cc3F)C4CC4)F)ncnc1N
REMIFENTANIL HYDROCHLORIDE,REMIFENTANIL HYDROCHLORIDE,5V444H5WIC,chemical,approved,REMIFENTANIL HYDROCHLORIDE,exact_full,chemical,C20H28N2O5.ClH,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC.Cl
REMIMAZOLAM BESYLATE,Remimazolam Besylate,280XQ6482H,chemical,approved,REMIMAZOLAM BESYLATE,exact_full,chemical,C21H19BrN4O2.C6H6O3S,Cc1cnc2[C@H](CCC(=O)OC)N=C(c3cc(ccc3-n12)Br)c4ccccn4.c1ccc(cc1)S(=O)(=O)O
REPAGLINIDE,REPAGLINIDE,668Z8C33LU,chemical,approved,REPAGLINIDE,exact_full,chemical,C27H36N2O4,CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3
REPOTRECTINIB,REPOTRECTINIB,08O3FQ4UNP,chemical,approved,REPOTRECTINIB,exact_full,chemical,C18H18FN5O2,C[C@H]1CNC(=O)c2cnn3ccc(N[C@H](C)c4cc(ccc4O1)F)nc23
RESMETIROM,Resmetirom,RE0V0T1ES0,chemical,approved,RESMETIROM,exact_full,chemical,C17H12Cl2N6O4,CC(C)c1cc(n[nH]c1=O)Oc2c(cc(cc2Cl)-n3c(=O)[nH]c(=O)c(C#N)n3)Cl
REVEFENACIN,REVEFENACIN,G2AE2VE07O,chemical,approved,REVEFENACIN,exact_full,chemical,C35H43N5O4,CN(CCN1CCC(CC1)OC(=O)Nc2ccccc2-c3ccccc3)C(=O)c4ccc(cc4)CN5CCC(CC5)C(=O)N
REVUMENIB CITRATE,Revumenib Citrate,YL4RYN734D,chemical,approved,REVUMENIB CITRATE,exact_full,chemical,C32H47FN6O4S.C6H8O7.H2O,CCN(C(C)C)C(=O)c1cc(ccc1Oc2cncnc2N3CC4(CCN(CC4)C[C@H]5CC[C@@H](CC5)NS(=O)(=O)CC)C3)F.C(C(=O)O)C(CC(=O)O)(C(=O)O)O.O
REZAFUNGIN ACETATE,REZAFUNGIN ACETATE,W1U1TMN677,chemical,approved,REZAFUNGIN ACETATE,exact_full,chemical,C63H85N8O17.C2H3O2,CCCCCOc1ccc(cc1)-c2ccc(cc2)-c3ccc(cc3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@]5([H])[C@H]([C@@H](C)CN5C(=O)[C@]([H])([C@@H](C)O)NC(=O)C([C@@H]([C@H](c6ccc(cc6)O)O)O)NC(=O)[C@]7([H])C[C@H](CN7C(=O)[C@]([H])([C@@H](C)O)NC4=O)O)O)OCC[N+](C)(C)C)O.CC(=O)[O-]
RIBAVIRIN,RIBAVIRIN,49717AWG6K,chemical,approved,RIBAVIRIN,exact_full,chemical,C8H12N4O5,C([C@@H]1[C@H]([C@H]([C@H](n2cnc(C(=O)N)n2)O1)O)O)O
RIBOCICLIB SUCCINATE,Ribociclib succinate,BG7HLX2919,chemical,approved,RIBOCICLIB SUCCINATE,exact_full,chemical,C23H30N8O.C4H6O4,CN(C)C(=O)c1cc2cnc(Nc3ccc(cn3)N4CCNCC4)nc2n1C5CCCC5.C(CC(=O)O)C(=O)O
RIBOFLAVIN 5'-PHOSPHATE SODIUM,RIBOFLAVIN 5'-PHOSPHATE SODIUM DIHYDRATE,20RD1DZH99,chemical,approved,RIBOFLAVIN 5'-PHOSPHATE SODIUM,exact_full,chemical,C17H20N4O9P.Na.2H2O,Cc1cc2c(cc1C)n(C[C@@H]([C@@H]([C@@H](COP(=O)(O)[O-])O)O)O)c3-c(c(=O)[nH]c(=O)n3)n2.[Na+].O.O
RIFABUTIN,RIFABUTIN,1W306TDA6S,chemical,approved,RIFABUTIN,exact_full,chemical,C46H62N4O11,CC(C)CN1CCC2(CC1)N=C3c4c5c(c(C)c6c4C(=O)[C@@](C)(O/C=C/[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)/C=C/C=C(/C)\C(=O)NC(=C3N2)C5=O)O)O)OC(=O)C)OC)O6)O
RIFAMPIN,Rifampin,VJT6J7R4TR,chemical,approved,RIFAMPIN,exact_full,chemical,C43H58N4O12,C[C@H]1/C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(C)CC3)c(c4c(c(c(C)c5c4C(=O)[C@@](C)(O/C=C/[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]1O)O)OC(=O)C)OC)O5)O)c2O)O
RIFAPENTINE,RIFAPENTINE,XJM390A33U,chemical,approved,RIFAPENTINE,exact_full,chemical,C47H64N4O12,C[C@H]1/C=C/C=C(/C)\C(=O)Nc2c(/C=N/N3CCN(CC3)C4CCCC4)c(c5c(c(c(C)c6c5C(=O)[C@@](C)(O/C=C/[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]1O)O)OC(=O)C)OC)O6)O)c2O)O
RIFAXIMIN,Rifaximin,L36O5T016N,chemical,approved,RIFAXIMIN,exact_full,chemical,C43H51N3O11,Cc1ccn2c(c1)nc3c4c5c(c(C)c6c4C(=O)[C@@](C)(O/C=C/[C@@H]([C@@H](C)[C@]([H])([C@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)/C=C/C=C(/C)\C(=O)Nc(c32)c5O)O)O)OC(=O)C)OC)O6)O
RILPIVIRINE HYDROCHLORIDE,Rilpivirine hydrochloride,212WAX8KDD,chemical,approved,RILPIVIRINE HYDROCHLORIDE,exact_full,chemical,C22H18N6.ClH,Cc1cc(/C=C/C#N)cc(C)c1Nc2ccnc(Nc3ccc(cc3)C#N)n2.Cl
RILUZOLE,RILUZOLE,7LJ087RS6F,chemical,approved,RILUZOLE,exact_full,chemical,C8H5F3N2OS,c1cc2c(cc1OC(F)(F)F)sc(N)n2
RILZABRUTINIB,Rilzabrutinib,NWN58M4F5T,mixture,approved,RILZABRUTINIB,exact_full,mixture,,
RIMANTADINE HYDROCHLORIDE,RIMANTADINE HYDROCHLORIDE,JEI07OOS8Y,chemical,approved,RIMANTADINE HYDROCHLORIDE,exact_full,chemical,C12H21N.ClH,CC(C12CC3CC(CC(C3)C1)C2)N.Cl
RIMEGEPANT SULFATE,Rimegepant sulfate,1383NM3Q0H,chemical,approved,RIMEGEPANT SULFATE,exact_full,chemical,2C28H28F2N6O3.3H2O.H2O4S,O.S(=O)(=O)(O)O.c1cc2c(nc1)[C@@H](CC[C@H]([C@@H]2N)c3cccc(c3F)F)OC(N4CCC(CC4)n5c6c([nH]c5=O)nccc6)=O.c1cc2c(nc1)[C@@H](CC[C@H]([C@@H]2N)c3cccc(c3F)F)OC(N4CCC(CC4)n5c6c([nH]c5=O)nccc6)=O.O.O
RIOCIGUAT,Riociguat,RU3FE2Y4XI,chemical,approved,RIOCIGUAT,exact_full,chemical,C20H19FN8O2,CN(c1c(N)nc(-c2c3cccnc3n(Cc4ccccc4F)n2)nc1N)C(=O)OC
RIPRETINIB,RIPRETINIB,9XW757O13D,chemical,approved,RIPRETINIB,exact_full,chemical,C24H21BrFN5O2,CCn1c2cc(NC)ncc2cc(-c3cc(c(cc3Br)F)NC(=O)Nc4ccccc4)c1=O
RISDIPLAM,Risdiplam,76RS4S2ET1,chemical,approved,RISDIPLAM,exact_full,chemical,C22H23N7O,Cc1cc(-c2cc(=O)n3cc(ccc3n2)N4CCNC5(CC5)C4)nn6cc(C)nc16
RISEDRONATE SODIUM,RISEDRONATE SODIUM,OFG5EXG60L,chemical,approved,RISEDRONATE SODIUM,exact_full,chemical,C7H10NO7P2.Na,c1cc(CC(O)(P(=O)(O)O)P(=O)(O)[O-])cnc1.[Na+]
RISPERIDONE,Risperidone,L6UH7ZF8HC,chemical,approved,RISPERIDONE,exact_full,chemical,C23H27FN4O2,Cc1c(CCN2CCC(CC2)c3c4ccc(cc4on3)F)c(=O)n5CCCCc5n1
RITLECITINIB TOSYLATE,RITLECITINIB TOSYLATE,EAG4T1459K,chemical,approved,RITLECITINIB TOSYLATE,exact_full,chemical,C15H19N5O.C7H8O3S,C=CC(=O)N1C[C@@H](CC[C@@H]1C)Nc2c3cc[nH]c3ncn2.Cc1ccc(cc1)S(=O)(=O)O
RITONAVIR,Ritonavir,O3J8G9O825,chemical,approved,RITONAVIR,exact_full,chemical,C37H48N6O5S2,CC(C)[C@@H](C(=O)N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc2ccccc2)NC(=O)OCc3cncs3)O)NC(=O)N(C)Cc4csc(C(C)C)n4
RIVAROXABAN,Rivaroxaban,9NDF7JZ4M3,chemical,approved,RIVAROXABAN,exact_full,chemical,C19H18ClN3O5S,c1cc(ccc1N2CCOCC2=O)N3C[C@H](CNC(=O)c4ccc(Cl)s4)OC3=O
RIVASTIGMINE,Rivastigmine,PKI06M3IW0,chemical,approved,RIVASTIGMINE,exact_full,chemical,C14H22N2O2,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C
RIVASTIGMINE TARTRATE,Rivastigmine tartrate,9IY2357JPE,chemical,approved,RIVASTIGMINE TARTRATE,exact_full,chemical,C14H22N2O2.C4H6O6,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
RIZATRIPTAN BENZOATE,Rizatriptan Benzoate,WR978S7QHH,chemical,approved,RIZATRIPTAN BENZOATE,exact_full,chemical,C15H19N5.C7H6O2,CN(C)CCc1c[nH]c2ccc(cc12)Cn3cncn3.c1ccc(cc1)C(=O)O
ROCURONIUM BROMIDE,Rocuronium Bromide,I65MW4OFHZ,chemical,approved,ROCURONIUM BROMIDE,exact_full,chemical,C32H53N2O4.Br,C=CC[N+]1(CCCC1)[C@H]2C[C@@]3([H])[C@]4([H])CC[C@@]5([H])C[C@@H]([C@H](C[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@H]2OC(=O)C)N6CCOCC6)O.[Br-]
ROFLUMILAST,Roflumilast,0P6C6ZOP5U,chemical,approved,ROFLUMILAST,exact_full,chemical,C17H14Cl2F2N2O3,C1CC1COc2cc(ccc2OC(F)F)C(=O)Nc3c(cncc3Cl)Cl
ROLAPITANT HYDROCHLORIDE,ROLAPITANT HYDROCHLORIDE,57O5S1QSAQ,chemical,approved,ROLAPITANT HYDROCHLORIDE,exact_full,chemical,C25H26F6N2O2.ClH.H2O,C[C@H](c1cc(cc(c1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)c4ccccc4.Cl.O
ROMIDEPSIN,ROMIDEPSIN,CX3T89XQBK,chemical,approved,ROMIDEPSIN,exact_full,chemical,C24H36N4O6S2,C/C=C\1/C(=O)N[C@@H](C(C)C)C(=O)O[C@]2([H])/C=C/CCSSC[C@]([H])(C(=O)N1)NC(=O)[C@@H](C(C)C)NC(=O)C2
ROPINIROLE HYDROCHLORIDE,Ropinirole Hydrochloride,D7ZD41RZI9,chemical,approved,ROPINIROLE HYDROCHLORIDE,exact_full,chemical,C16H24N2O.ClH,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl
ROPIVACAINE HYDROCHLORIDE,Ropivacaine hydrochloride,V910P86109,chemical,approved,ROPIVACAINE HYDROCHLORIDE,exact_full,chemical,C17H26N2O.ClH.H2O,CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C.Cl.O
ROSUVASTATIN CALCIUM,Rosuvastatin calcium,83MVU38M7Q,chemical,approved,ROSUVASTATIN CALCIUM,exact_full,chemical,2C22H27FN3O6S.Ca,CC(C)c1c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(-c2ccc(cc2)F)nc(n1)N(C)S(=O)(=O)C.CC(C)c1c(/C=C/[C@H](C[C@H](CC(=O)[O-])O)O)c(-c2ccc(cc2)F)nc(n1)N(C)S(=O)(=O)C.[Ca+2]
ROTIGOTINE,Rotigotine,87T4T8BO2E,chemical,approved,ROTIGOTINE,exact_full,chemical,C19H25NOS,CCCN(CCc1cccs1)[C@H]2CCc3c(cccc3O)C2
RUBIDIUM CHLORIDE RB-82,Rubidium Chloride Rb-82,F0Z746KRKQ,chemical,approved,RUBIDIUM CHLORIDE RB-82,exact_full,chemical,Cl.Rb,[Cl-].[82Rb+]
RUCAPARIB CAMSYLATE,RUCAPARIB CAMSYLATE,41AX9SJ8KO,chemical,approved,RUCAPARIB CAMSYLATE,exact_full,chemical,C19H18FN3O.C10H16O4S,CNCc1ccc(cc1)-c2c3CCNC(=O)c4cc(cc(c34)[nH]2)F.CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)O)C(=O)C2
RUFINAMIDE,RUFINAMIDE,WFW942PR79,chemical,approved,RUFINAMIDE,exact_full,chemical,C10H8F2N4O,c1cc(c(Cn2cc(C(=O)N)nn2)c(c1)F)F
RUXOLITINIB PHOSPHATE,Ruxolitinib Phosphate,436LRU32H5,chemical,approved,RUXOLITINIB PHOSPHATE,exact_full,chemical,C17H18N6.H3O4P,C1CCC(C1)[C@@H](CC#N)n2cc(cn2)-c3c4cc[nH]c4ncn3.OP(=O)(O)O
SACUBITRIL; VALSARTAN,Sacubitril | Valsartan,17ERJ0MKGI | 80M03YXJ7I,chemical,approved | approved,SACUBITRIL; VALSARTAN,"combination(exact_full,exact_full)",chemical,,
SAFINAMIDE MESYLATE,SAFINAMIDE MESYLATE,YS90V3DTX0,chemical,approved,SAFINAMIDE MESYLATE,exact_full,chemical,C17H19FN2O2.CH4O3S,C[C@@H](C(=O)N)NCc1ccc(cc1)OCc2cccc(c2)F.CS(=O)(=O)O
SALMETEROL XINAFOATE,SALMETEROL XINAFOATE,6EW8Q962A5,chemical,approved,SALMETEROL XINAFOATE,exact_full,chemical,C25H37NO4.C11H8O3,C(CCCOCCCCc1ccccc1)CCNCC(c2ccc(c(c2)CO)O)O.c1ccc2c(c1)ccc(c2O)C(=O)O
SAPROPTERIN DIHYDROCHLORIDE,Sapropterin Dihydrochloride,RG277LF5B3,chemical,approved,SAPROPTERIN DIHYDROCHLORIDE,exact_full,chemical,C9H15N5O3.2ClH,C[C@@H]([C@@H]([C@@]1([H])CNc2c(c(=O)nc(N)[nH]2)N1)O)O.Cl.Cl
SARECYCLINE HYDROCHLORIDE,SARECYCLINE HYDROCHLORIDE,36718856JR,chemical,approved,SARECYCLINE HYDROCHLORIDE,exact_full,chemical,C24H29N3O8.ClH,CN(C)[C@H]1[C@]2([H])C[C@]3([H])Cc4c(ccc(c4C(=O)C3=C([C@@]2(C(=O)C(=C1O)C(=O)N)O)O)O)CN(C)OC.Cl
SAXAGLIPTIN HYDROCHLORIDE,SAXAGLIPTIN HYDROCHLORIDE,Z8J84YIX6L,chemical,approved,SAXAGLIPTIN HYDROCHLORIDE,exact_full,chemical,C18H25N3O2.ClH,C1C2CC3(CC1CC(C2)(C3)O)[C@@H](C(=O)N4[C@@H](C[C@]5([H])C[C@@]54[H])C#N)N.Cl
SCOPOLAMINE,Scopolamine,DL48G20X8X,chemical,approved,SCOPOLAMINE,exact_full,chemical,C17H21NO4,CN1[C@@H]2C[C@H](C[C@H]1[C@@]3([H])[C@]2([H])O3)OC(=O)[C@H](CO)c4ccccc4
SEBETRALSTAT,Sebetralstat,O5ZD2TU2B7,chemical,approved,SEBETRALSTAT,exact_full,chemical,C26H26FN5O4,COCc1c(cn(Cc2ccc(cc2)Cn3ccccc3=O)n1)C(=O)NCc4c(c(ccn4)OC)F
SECNIDAZOLE,SECNIDAZOLE,R3459K699K,chemical,approved,SECNIDAZOLE,exact_full,chemical,C7H11N3O3,CC(Cn1c(C)ncc1[N+](=O)[O-])O
SECRETIN SYNTHETIC HUMAN,SECRETIN HUMAN,A0426J905J,protein,approved,SECRETIN SYNTHETIC HUMAN,exact_full,protein,,
SELADELPAR LYSINE,SELADELPAR LYSINE,N1429130KR,chemical,approved,SELADELPAR LYSINE,exact_full,chemical,C21H23F3O5S.C6H14N2O2.2H2O,CCO[C@H](COc1ccc(cc1)C(F)(F)F)CSc2ccc(c(C)c2)OCC(=O)O.C(CCN)C[C@@H](C(=O)O)N.O.O
SELEGILINE,SELEGILINE,2K1V7GP655,chemical,approved,SELEGILINE,exact_full,chemical,C13H17N,C#CCN(C)[C@H](C)Cc1ccccc1
SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE,6W731X367Q,chemical,approved,SELEGILINE HYDROCHLORIDE,exact_full,chemical,C13H17N.ClH,C#CCN(C)[C@H](C)Cc1ccccc1.Cl
SELENIOUS ACID,Selenious acid,F6A27P4Q4R,chemical,approved,SELENIOUS ACID,exact_full,chemical,H2O3Se,O[Se](=O)O
SELENIUM SULFIDE,Selenium Sulfide,Z69D9E381Q,chemical,approved,SELENIUM SULFIDE,exact_full,chemical,S2Se,S=[Se]=S
SELEXIPAG,Selexipag,5EXC0E384L,chemical,approved,SELEXIPAG,exact_full,chemical,C26H32N4O4S,CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)c1cnc(-c2ccccc2)c(-c3ccccc3)n1
SELINEXOR,SELINEXOR,31TZ62FO8F,chemical,approved,SELINEXOR,exact_full,chemical,C17H11F6N7O,C(=C/n1cnc(-c2cc(cc(c2)C(F)(F)F)C(F)(F)F)n1)/C(=O)NNc3cnccn3
SELPERCATINIB,Selpercatinib,CEGM9YBNGD,chemical,approved,SELPERCATINIB,exact_full,chemical,C29H31N7O3,CC(C)(COc1cc(-c2ccc(nc2)N3C[C@@H]4C[C@H](C3)N4Cc5ccc(nc5)OC)c6c(C#N)cnn6c1)O
SELUMETINIB SULFATE,SELUMETINIB SULFATE,807ME4B7IJ,chemical,approved,SELUMETINIB SULFATE,exact_full,chemical,C17H15BrClFN4O3.H2O4S,Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO.OS(=O)(=O)O
SEMAGLUTIDE,Semaglutide,53AXN4NNHX,protein,approved,SEMAGLUTIDE,exact_full,protein,,
SEPIAPTERIN,Sepiapterin,CJQ26KO7HP,chemical,approved,SEPIAPTERIN,exact_full,chemical,C9H11N5O3,C[C@@H](C(=O)C1=Nc2c(NC1)[nH]c(N)nc2=O)O
SERTACONAZOLE NITRATE,SERTACONAZOLE NITRATE,1DV05410M5,chemical,approved,SERTACONAZOLE NITRATE,exact_full,chemical,C20H15Cl3N2OS.HNO3,c1cc2c(COC(Cn3ccnc3)c4ccc(cc4Cl)Cl)csc2c(c1)Cl.[N+](=O)(O)[O-]
SERTRALINE HYDROCHLORIDE,Sertraline hydrochloride,UTI8907Y6X,chemical,approved,SERTRALINE HYDROCHLORIDE,exact_full,chemical,C17H17Cl2N.ClH,CN[C@H]1CC[C@@H](c2ccc(c(c2)Cl)Cl)c3ccccc31.Cl
SETMELANOTIDE ACETATE,SETMELANOTIDE ACETATE,224I1W20I7,chemical,approved,SETMELANOTIDE ACETATE,exact_full,chemical,C49H68N18O9S2.3C2H4O2,C[C@@H]1C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N[C@H](Cc3ccccc3)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc4c[nH]c5ccccc45)C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C)C(=O)N.CC(=O)O.CC(=O)O.CC(=O)O
SEVABERTINIB,Sevabertinib,2A7VPM5RWH,chemical,approved,SEVABERTINIB,exact_full,chemical,C24H25ClN4O5,COc1c(cccc1Nc2c3c(CCNC3=O)[nH]c2-c4ccncc4OC[C@@H]5COCCO5)Cl
SEVELAMER CARBONATE,SEVELAMER CARBONATE,9YCX42I8IU,polymer,approved,SEVELAMER CARBONATE,exact_full,polymer,,
SEVELAMER HYDROCHLORIDE,SEVELAMER HYDROCHLORIDE,GLS2PGI8QG,polymer,FAILED,SEVELAMER HYDROCHLORIDE,exact_full,polymer,,
SEVOFLURANE,SEVOFLURANE,38LVP0K73A,chemical,approved,SEVOFLURANE,exact_full,chemical,C4H3F7O,C(F)OC(C(F)(F)F)C(F)(F)F
SILDENAFIL CITRATE,Sildenafil Citrate,BW9B0ZE037,chemical,approved,SILDENAFIL CITRATE,exact_full,chemical,C22H30N6O4S.C6H8O7,CCCc1c2c(c(=O)[nH]c(-c3cc(ccc3OCC)S(=O)(=O)N4CCN(C)CC4)n2)n(C)n1.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
SILODOSIN,SILODOSIN,CUZ39LUY82,chemical,approved,SILODOSIN,exact_full,chemical,C25H32F3N3O4,C[C@H](Cc1cc2CCN(CCCO)c2c(c1)C(=O)N)NCCOc3ccccc3OCC(F)(F)F
SILVER SULFADIAZINE,SILVER SULFADIAZINE,W46JY43EJR,chemical,approved,SILVER SULFADIAZINE,exact_full,chemical,C10H9N4O2S.Ag,c1cnc(nc1)[N-]S(=O)(=O)c2ccc(cc2)N.[Ag+]
SIMVASTATIN,SIMVASTATIN,AGG2FN16EV,chemical,approved,SIMVASTATIN,exact_full,chemical,C25H38O5,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@]21[H]
SINCALIDE,SINCALIDE,M03GIQ7Z6P,chemical,approved,SINCALIDE,exact_full,chemical,C49H62N10O16S3,CSCC[C@@H](C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc3ccccc3)C(=O)N)NC(=O)[C@H](Cc4ccc(cc4)OS(=O)(=O)O)NC(=O)[C@H](CC(=O)O)N
SINECATECHINS,SINECATECHINS,T432289GYZ,mixture,approved,SINECATECHINS,exact_full,mixture,,
SIPONIMOD,Siponimod,RR6P8L282I,chemical,approved,SIPONIMOD,exact_full,chemical,C29H35F3N2O3,CCc1cc(ccc1CN2CC(C2)C(=O)O)/C(=N/OCc3ccc(C4CCCCC4)c(c3)C(F)(F)F)/C
SIROLIMUS,Sirolimus,W36ZG6FT64,chemical,approved,SIROLIMUS,exact_full,chemical,C51H79NO13,C[C@@H]1/C=C/C=C/C=C(\C)/[C@H](C[C@]2([H])CC[C@@H](C)[C@@](C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O[C@@]([H])(CC(=O)[C@H](C)/C=C(\C)/[C@H]([C@H](C(=O)[C@H](C)C1)OC)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)(O)O2)OC
SITAGLIPTIN,Sitagliptin,QFP0P1DV7Z,chemical,approved,SITAGLIPTIN,exact_full,chemical,C16H15F6N5O,C1Cn2c(CN1C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N)nnc2C(F)(F)F
SITAGLIPTIN HYDROCHLORIDE,SITAGLIPTIN HYDROCHLORIDE ANHYDROUS,IEL0A0OS7E,chemical,approved,SITAGLIPTIN HYDROCHLORIDE,exact_full,chemical,C16H15F6N5O.ClH,C1Cn2c(CN1C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N)nnc2C(F)(F)F.Cl
SITAGLIPTIN PHOSPHATE,Sitagliptin Phosphate,TS63EW8X6F,chemical,approved,SITAGLIPTIN PHOSPHATE,exact_full,chemical,C16H15F6N5O.H2O.H3O4P,C1Cn2c(CN1C(=O)C[C@@H](Cc3cc(c(cc3F)F)F)N)nnc2C(F)(F)F.OP(=O)(O)O.O
